ï»¿Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013]
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Bolivia,BOL,50.44157791,50.41368484,50.38619614,50.35940552,50.33360291,50.30908966,50.28527832,50.26240921,50.24241257,50.22766113,50.21931458,50.2182579,50.22277832,50.22843552,50.22957993,50.22264099,50.20647049,50.18296051,50.15542984,50.12843323,50.1051178,50.08623886,50.07072502,50.05763176
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Bosnia and Herzegovina,BIH,50.5605545,50.6750679,50.86006165,51.09945679,51.34602356,51.54217911,51.64944077,51.67157745,51.63247681,51.57252121,51.51811218,51.47195816,51.42641068,51.38196945,51.33784866,51.29428482,51.25289154,51.21616745,51.18606949,51.16461945,51.15299988,51.15257263,51.16251895,51.17907757
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Botswana,BWA,50.64223862,50.6106987,50.5809288,50.55294418,50.52687454,50.50247955,50.47955322,50.45738602,50.43495178,50.41091537,50.38427734,50.3547554,50.32228088,50.28598785,50.24523544,50.19956589,50.14889526,50.0935936,50.0342598,49.97174454,49.90684891,49.8400116,49.77164643,49.7025447
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Brazil,BRA,50.32353973,50.34925842,50.37569046,50.40216827,50.42785645,50.45218658,50.47488785,50.49619675,50.51667404,50.53711319,50.55806351,50.57962418,50.60157394,50.62369537,50.64567184,50.66729736,50.688591,50.70963669,50.73034286,50.75059128,50.770298,50.78938293,50.80788013,50.82592214
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Brunei Darussalam,BRN,47.11340332,47.12936783,47.15538788,47.21761322,47.34767151,47.56019592,47.86437607,48.23719788,48.62364197,48.95423889,49.18520355,49.30465698,49.3347435,49.30736542,49.26648331,49.24241638,49.2403183,49.25099564,49.27026367,49.29056931,49.30636215,49.31884003,49.33121158,49.34344063
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Bulgaria,BGR,50.69296646,50.75994873,50.82739639,50.89471436,50.96097565,51.02501678,51.08636093,51.14411926,51.19611359,51.23982239,51.27362061,51.29668427,51.30979156,51.31509781,51.31583023,51.31476593,51.31222534,51.30856323,51.30660248,51.30981445,51.32061386,51.34076691,51.36952205,51.40356223
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Burkina Faso,BFA,51.13294983,51.11431122,51.09120941,51.06549835,51.03931427,51.01392746,50.98994827,50.96661377,50.94212723,50.91419601,50.88143158,50.84395218,50.80269623,50.75823975,50.71138,50.66283798,50.61283493,50.56182098,50.51093292,50.46144867,50.41420746,50.36949921,50.32715698,50.28694988
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Burundi,BDI,50.92061615,50.92301178,50.95984268,51.00872803,51.04063797,51.03693008,50.99264908,50.91700745,50.82355118,50.73227692,50.65803146,50.60360718,50.5650177,50.54163361,50.53107071,50.53082275,50.54123688,50.56087112,50.58377075,50.60306168,50.61458969,50.61728287,50.61309789,50.60488862
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Cambodia,KHM,51.74213028,51.6697197,51.60866165,51.55866623,51.51908875,51.48893356,51.4667778,51.45134735,51.44181442,51.43742371,51.43715286,51.44121552,51.44815445,51.45365906,51.45243454,51.44120789,51.41865921,51.38665009,51.34910202,51.31149292,51.27774048,51.248806,51.2237022,51.20189276
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Cameroon,CMR,50.33071518,50.317173,50.30389023,50.29068756,50.27734756,50.26369476,50.24979782,50.23563766,50.22094727,50.20542145,50.18893814,50.17152405,50.15348053,50.13529205,50.1175499,50.10070801,50.08480835,50.06986237,50.05612564,50.04388809,50.03327942,50.02437973,50.01701181,50.01071045
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Canada,CAN,50.42618561,50.44426346,50.46436691,50.48398209,50.49969864,50.50925446,50.51203918,50.50917053,50.50225067,50.49358368,50.48486328,50.47649002,50.46812439,50.45980072,50.45136642,50.44275284,50.43418503,50.42587662,50.41768646,50.40937424,50.40081024,50.39198685,50.38310777,50.37454411
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Cabo Verde,CPV,52.22127533,52.13601303,52.05124664,51.97230148,51.90498734,51.85129547,51.81315613,51.78560257,51.75685501,51.71154785,51.64049911,51.5412178,51.41960907,51.28442764,51.14712143,51.01524734,50.88932419,50.76667404,50.64881897,50.53714752,50.43365479,50.34043121,50.25819123,50.18490791
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Central African Republic,CAF,50.95515442,50.96399307,50.97015762,50.97365189,50.97463608,50.97330475,50.9696579,50.96379852,50.95608139,50.94700241,50.93688965,50.92589188,50.9140892,50.90175629,50.88916397,50.87660599,50.86423874,50.85216522,50.84052658,50.82933426,50.81866837,50.80860519,50.79920066,50.79045069
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Chad,TCD,50.35983658,50.33808517,50.3182869,50.29989624,50.2822876,50.26496506,50.24798584,50.23123169,50.21392059,50.19522476,50.17475128,50.15259933,50.12931824,50.10564804,50.0823288,50.05983734,50.03810883,50.01708221,49.99714279,49.97875977,49.96220779,49.94759369,49.93470127,49.92308181
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Channel Islands,CHI,51.37734604,51.38590622,51.39675903,51.40594482,51.40737152,51.39812469,51.37607574,51.34206009,51.29850388,51.24795151,51.19247055,51.13385391,51.07151413,51.00533295,50.93488312,50.8600235,50.77989197,50.69681931,50.61756516,50.54961777,50.49962997,50.46912003,50.45616647,50.45488773
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Chile,CHL,50.59877777,50.58696747,50.57492828,50.5634613,50.55347824,50.54554749,50.53991699,50.53630066,50.53408432,50.53241348,50.53071594,50.52877426,50.52679825,50.52514267,50.52432251,50.52463913,50.52618408,50.52867508,50.53166199,50.53453827,50.53688049,50.53859711,50.53979962,50.54055947
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,China,CHN,48.40403366,48.39571381,48.38641357,48.37711716,48.36905289,48.36297989,48.35933685,48.35758972,48.35630798,48.35353851,48.34793091,48.339077,48.32751846,48.31398773,48.29961777,48.2852478,48.27116776,48.2572403,48.24337387,48.22933197,48.21503448,48.20051193,48.18610202,48.17238495
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Colombia,COL,50.39130402,50.42412567,50.4618721,50.50131226,50.53827286,50.56997299,50.59569931,50.61650848,50.6336441,50.64896011,50.66378403,50.67829514,50.692173,50.70558929,50.71866226,50.73148346,50.7441864,50.75686646,50.76952362,50.78212738,50.79465866,50.80714417,50.8196168,50.83206293
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Comoros,COM,49.97771454,49.96820068,49.95799637,49.947052,49.93500519,49.921978,49.90807343,49.89308167,49.87732315,49.86097717,49.84403229,49.82674408,49.80918121,49.7913208,49.77288437,49.75405121,49.73480606,49.71536255,49.69651413,49.6786499,49.66233826,49.64767838,49.6344963,49.62274651
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,"Congo, Dem. Rep.",ZAR,50.6551857,50.62448883,50.59499741,50.56746292,50.54245758,50.52001572,50.4999733,50.4817543,50.46449661,50.44732666,50.42988586,50.41209412,50.39448547,50.37805557,50.36395645,50.35282516,50.34474945,50.33925247,50.33563232,50.33298492,50.33070755,50.32866287,50.32699063,50.32576436
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,"Congo, Rep.",COG,50.16672516,50.16473007,50.16320801,50.16126251,50.15795898,50.152668,50.14530563,50.13627625,50.12604141,50.11525726,50.10434341,50.09336853,50.0823288,50.07156372,50.06147003,50.05237198,50.04441071,50.03753662,50.0316658,50.02653122,50.02197266,50.01795197,50.01446836,50.01146678
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Costa Rica,CRI,49.13350296,49.13914108,49.14332962,49.14647293,49.14914322,49.15170288,49.15430832,49.15689468,49.15939713,49.16170502,49.16380692,49.16563797,49.16740799,49.16942596,49.17215729,49.17585754,49.18063736,49.18632889,49.19259262,49.19894409,49.20507431,49.21089935,49.21652053,49.22207084
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Cote d'Ivoire,CIV,47.96820831,48.00505447,48.03944397,48.07165909,48.10232162,48.13220215,48.16057205,48.18810654,48.21837997,48.25580597,48.30303574,48.3613472,48.42896271,48.50167084,48.57353592,48.64021301,48.70032883,48.75501251,48.80540848,48.85343933,48.900383,48.94599915,48.98958908,49.03139315
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Croatia,HRV,51.51609802,51.52642059,51.57133865,51.63766479,51.70560837,51.76013947,51.79673767,51.81910706,51.8299408,51.83491516,51.83836365,51.84032822,51.83890915,51.83455658,51.82771301,51.81884384,51.80803299,51.79575348,51.78334427,51.77251053,51.76427078,51.75948334,51.757571,51.75643411
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Cuba,CUB,49.61326218,49.61698532,49.62240219,49.63056564,49.64250183,49.65858459,49.68003845,49.70598984,49.73219681,49.75291824,49.76428604,49.76465988,49.7558403,49.74164963,49.72759247,49.71763229,49.7128334,49.71205902,49.71446228,49.71842194,49.72271347,49.72730255,49.7325826,49.73820814
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Curacao,CUW,52.016716,52.1437645,52.27509308,52.40597534,52.53018188,52.64306641,52.74757004,52.84520721,52.93180847,52.99973297,53.04501724,53.06081772,53.05262756,53.04489517,53.06980133,53.15074539,53.29020691,53.47352982,53.68273544,53.89894485,54.10680389,54.30924606,54.50535439,54.68127992
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Cyprus,CYP,49.30558014,49.32706451,49.36914444,49.42270279,49.47597122,49.52086258,49.55510712,49.58006668,49.59539413,49.60166931,49.59911346,49.58943558,49.57213974,49.54265213,49.49547958,49.42813492,49.33817673,49.23087692,49.12054443,49.02585983,48.95925903,48.92509079,48.91797476,48.92863965
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Czech Republic,CZE,51.46861649,51.45914459,51.44776535,51.43481064,51.42079926,51.40616608,51.3899498,51.37194061,51.35411072,51.33918762,51.32861328,51.32474518,51.32569885,51.32355118,51.30748367,51.27052689,51.20942307,51.12889862,51.03960419,50.95585251,50.88741684,50.83721924,50.80197083,50.77745252
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Denmark,DNK,50.69026566,50.67782974,50.66443634,50.65019989,50.63505173,50.61902618,50.60211563,50.58475113,50.56780243,50.55237198,50.53915405,50.52878952,50.52084351,50.51352692,50.50437546,50.49177933,50.47507477,50.45527649,50.43439865,50.4152565,50.39981461,50.38863754,50.38109887,50.37650184
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Djibouti,DJI,49.70131683,49.70690155,49.70820236,49.70727539,49.70672226,49.7080574,49.71186066,49.71732712,49.7236824,49.72964478,49.73446655,49.73805237,49.74074173,49.74287796,49.74457169,49.7462616,49.74782181,49.74934006,49.75101852,49.75318146,49.7561264,49.75987625,49.76432324,49.76928329
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Dominican Republic,DOM,49.52048492,49.53686905,49.55458069,49.57343674,49.59320831,49.61368561,49.6348381,49.65658569,49.67865372,49.70070648,49.72250748,49.74393463,49.76499176,49.78570938,49.80615997,49.82640076,49.8463974,49.86611176,49.88555527,49.90476227,49.92375183,49.94252777,49.96108157,49.9794161
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Ecuador,ECU,49.75231552,49.75769806,49.76361084,49.77011871,49.77730179,49.78518677,49.79375076,49.80296707,49.81289673,49.82358932,49.8350563,49.84725189,49.86006546,49.87334061,49.88690567,49.90060043,49.91437531,49.92818069,49.94184113,49.95518494,49.9680748,49.9804306,49.99226065,50.00362819
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,"Egypt, Arab Rep.",EGY,49.76421738,49.76117325,49.76238251,49.76486969,49.7647171,49.75950623,49.74832153,49.73280334,49.71622467,49.70293427,49.69582367,49.6954155,49.70038605,49.70937347,49.72039795,49.73192978,49.74399948,49.75665283,49.76851273,49.77797318,49.78410339,49.78639221,49.78553768,49.7833587
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,El Salvador,SLV,51.36390305,51.40238571,51.44616318,51.49242783,51.53729248,51.57862473,51.61532593,51.64944839,51.68559265,51.72990036,51.78625107,51.85635757,51.93780136,52.02515411,52.11074829,52.18893814,52.25793076,52.31909561,52.37386703,52.42483139,52.47395706,52.52122498,52.56598206,52.60886681
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Equatorial Guinea,GNQ,48.95747375,48.95941544,48.95264435,48.93961334,48.92456818,48.91055298,48.89688492,48.88136292,48.86361313,48.84311676,48.82000351,48.79403305,48.76631927,48.74048615,48.72035599,48.70851898,48.70534515,48.70954132,48.71897125,48.73125839,48.74448395,48.75837326,48.77318361,48.78866177
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Eritrea,ERI,50.41788483,50.44513321,50.48890686,50.53787613,50.575634,50.59046555,50.57829666,50.54473495,50.49940872,50.45507813,50.41984177,50.39534378,50.3780365,50.36410141,50.34836578,50.32776642,50.30200195,50.27277374,50.24154663,50.21037674,50.18070221,50.15286255,50.12639208,50.10093737
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Estonia,EST,53.23754883,53.28498077,53.37515259,53.49337387,53.61497879,53.71871567,53.79597473,53.84966278,53.88187027,53.89941788,53.90804672,53.90730286,53.89508057,53.87355804,53.84570313,53.81416702,53.77964783,53.7430191,53.70718002,53.67534637,53.64984894,53.63237381,53.62223403,53.61642757
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Ethiopia,ETH,50.12468338,50.11840057,50.11727142,50.11862183,50.11909103,50.11655045,50.11079025,50.10270691,50.09282303,50.08193588,50.07067108,50.05913925,50.04735947,50.03571701,50.02461243,50.01435089,50.00498962,49.99658203,49.98936462,49.98358917,49.97937393,49.97676086,49.97558511,49.97551773
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Faeroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Fiji,FJI,49.20854187,49.19186401,49.18061829,49.17481613,49.17431259,49.1784935,49.18848801,49.203125,49.21635437,49.22012329,49.20969391,49.18301392,49.14283371,49.09510803,49.04840851,49.00946426,48.97978592,48.95857239,48.94750214,48.94771576,48.95957184,48.98406601,49.02028255,49.06391696
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Finland,FIN,51.4794426,51.44916916,51.41569901,51.38093567,51.34733963,51.31659698,51.28931427,51.26486206,51.24212265,51.2194519,51.19565582,51.17060852,51.14470291,51.11805344,51.09090042,51.06349945,51.035923,51.0083313,50.98124313,50.95524216,50.93076324,50.90798187,50.8869428,50.86770544
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,France,FRA,51.51514435,51.5248642,51.53454971,51.54368973,51.55158997,51.55791092,51.56183243,51.56387329,51.56653595,51.57317734,51.58581543,51.60551453,51.63048935,51.65652084,51.67796707,51.69096756,51.69442368,51.68968201,51.67837906,51.66312408,51.64592743,51.62714005,51.60651474,51.58479968
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,French Polynesia,PYF,48.0410347,48.05662918,48.04524612,48.0256691,48.02395248,48.05576324,48.12524414,48.22199631,48.33172607,48.43489838,48.51875687,48.581707,48.62874985,48.66256714,48.68810272,48.70921707,48.72560883,48.73733139,48.74789429,48.7623024,48.78331757,48.81236267,48.84848839,48.88903338
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Gabon,GAB,51.02814865,50.98612976,50.9467659,50.90579987,50.85792542,50.80006409,50.73157883,50.65481949,50.57362747,50.49305344,50.41627121,50.34442139,50.27658463,50.21195984,50.14916992,50.08753204,50.02693176,49.96835709,49.91371155,49.86515427,49.8239975,49.79059601,49.76380827,49.74173167
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,"Gambia, The",GMB,49.653965,49.66755295,49.7205162,49.80024719,49.89021683,49.97832489,50.06277847,50.14498901,50.22104263,50.28701401,50.34076309,50.38079453,50.40810013,50.42668152,50.44132996,50.45557022,50.47000504,50.48371887,50.4963913,50.50738907,50.51629257,50.52329636,50.52888386,50.53331423
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Georgia,GEO,52.47186661,52.45412445,52.45394135,52.46783066,52.48997116,52.51554871,52.54312515,52.5733223,52.60536575,52.63899231,52.67387009,52.70944214,52.74456787,52.77758408,52.80651474,52.82979584,52.8462677,52.85608292,52.86077881,52.86273193,52.86380386,52.86452866,52.86461835,52.86405223
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Germany,DEU,51.82134628,51.71353912,51.61220551,51.52062225,51.44163895,51.37670135,51.32728577,51.29240036,51.26774216,51.24730682,51.22663879,51.20435715,51.18125534,51.15769196,51.13467026,51.11280441,51.09197235,51.07139969,51.05035019,51.02792358,51.00362015,50.97711563,50.94890018,50.9203373
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Ghana,GHA,49.18361282,49.22678375,49.28730774,49.35250473,49.40658188,49.44073486,49.45136642,49.44599152,49.44009781,49.45355988,49.49861908,49.57540512,49.6758728,49.79302597,49.91759872,50.04183578,50.16653442,50.28932953,50.3972168,50.47515869,50.51475143,50.51314163,50.47725221,50.42061645
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Greece,GRC,50.72657394,50.70959473,50.69252014,50.67639923,50.66251755,50.65172958,50.64392853,50.63880539,50.63676071,50.63822556,50.64329147,50.65228271,50.6645546,50.67799759,50.689785,50.69784164,50.70134354,50.70072937,50.69672394,50.69057846,50.68327332,50.67488861,50.66518563,50.6544039
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Grenada,GRD,50.65533829,50.58835602,50.55091858,50.53610229,50.53469086,50.53813934,50.54664993,50.55920792,50.5705719,50.57225418,50.55796051,50.52577972,50.47649765,50.41565323,50.35214996,50.29188538,50.23629761,50.18342209,50.13373947,50.08629227,50.04059982,49.99714661,49.95591707,49.91737254
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Guam,GUM,46.65241241,46.79340744,47.02551651,47.31369019,47.61144638,47.88749695,48.13791656,48.36799622,48.57067871,48.73758698,48.8649826,48.94800568,48.98976898,49.00363159,49.01007462,49.0230484,49.04720688,49.0788269,49.11565781,49.15175247,49.18276596,49.20861816,49.23161968,49.25147162
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Guatemala,GTM,49.58734512,49.69083786,49.82494736,49.97789764,50.13450623,50.28400421,50.42377853,50.55521393,50.67695618,50.78837585,50.8888855,50.97755051,51.05364227,51.11727142,51.16890717,51.20921707,51.23878098,51.25833893,51.26901245,51.27206421,51.26871109,51.2595253,51.24547905,51.22853637
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Guinea,GIN,50.54903412,50.52171326,50.49325562,50.46395111,50.43340683,50.4009819,50.36619568,50.32896042,50.28940201,50.2482338,50.20640945,50.16400146,50.12148285,50.08099747,50.04516602,50.01572037,49.99347305,49.9776001,49.96612549,49.95636749,49.94648361,49.93605804,49.92558469,49.91532278
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Guinea-Bissau,GNB,50.48560715,50.49547577,50.50488663,50.51297379,50.51895905,50.52194977,50.52266693,50.52095032,50.51488113,50.50219727,50.48181534,50.45308304,50.41796494,50.38127899,50.3490448,50.32503891,50.31036377,50.30326843,50.30120087,50.30063248,50.29912567,50.29626465,50.29292637,50.2893053
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Guyana,GUY,50.87339783,50.82328796,50.7322197,50.61518097,50.49328995,50.38234711,50.28602982,50.20114136,50.12691116,50.06099319,50.00087357,49.94950867,49.90694427,49.86438751,49.81048584,49.73805237,49.64311218,49.5309639,49.41533279,49.31483841,49.24185181,49.20063782,49.18597531,49.18992062
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Haiti,HTI,50.67646027,50.66137314,50.64790344,50.63540268,50.62299347,50.6101799,50.59684372,50.58354187,50.57117844,50.56097031,50.55364609,50.54924393,50.54738617,50.54786682,50.55036926,50.55454254,50.5604744,50.5678978,50.57567978,50.58243179,50.58724213,50.58974075,50.5903266,50.58981081
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Honduras,HND,49.87107849,49.88205719,49.89413071,49.90771484,49.92332077,49.94112015,49.96071625,49.98150253,50.00309372,50.02502823,50.0466423,50.06843567,50.08957291,50.10679245,50.11611176,50.11525726,50.10329056,50.08219147,50.05615616,50.03065491,50.00933075,49.99324417,49.98112363,49.9713622
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,"Hong Kong SAR, China",HKG,48.87047577,49.0472641,49.24108124,49.45709229,49.69989777,49.96829605,50.26104355,50.56760025,50.86869049,51.145504,51.38967514,51.59923172,51.78152466,51.9496994,52.12014771,52.30212021,52.49963379,52.70476913,52.89984131,53.06142807,53.17431641,53.2328186,53.24502661,53.22679472
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,Hungary,HUN,51.96668625,52.01538086,52.0663147,52.11809921,52.1688652,52.21726227,52.26283264,52.30568695,52.34576416,52.38312149,52.41765213,52.44948959,52.47820282,52.50247955,52.52059937,52.53148651,52.53444672,52.53026962,52.52126694,52.51068115,52.50089645,52.49285507,52.48606307,52.47972841
